365,366,닦다,"wipe, polish"
366,367,단어,word
367,368,단점,"disadvantage, shortcoming, drawback"
368,369,닫다,close
369,370,닫히다,"shut, close"
370,371,달,"month, moon"
371,372,달걀,egg
372,373,달다,sweet
373,374,달러,dollar
374,375,달력,calendar
375,376,달리다,run
376,377,닭,"chicken, hen"
377,378,닭고기,chicken
378,379,닮다,resemble
379,380,담그다,"dip, pickle"
380,381,담배,tobacco
381,382,답장,reply
382,383,당근,carrot
383,384,당신,you
384,385,대,"versus, large"
385,386,대답,answer
386,387,대답하다,"answer, reply"
387,388,대부분,"mostly, almost"
388,389,대사관,embassy
389,390,대학,"university, college"
390,391,대학교,"university, college"
391,392,대학생,college student
392,393,대학원,graduate school
393,394,대학원생,"postgraduate student, graduate student"
394,395,대한민국,"Republic of Korea, South Korea"
395,396,대화,"conversation, dialogue"
396,397,대회,"competition, tournament"
397,398,댁,house
398,399,더,more
399,400,더럽다,dirty
400,401,더운물,hot water
401,402,덕분,"thanks for, thanks to"
402,403,덥다,hot
403,404,덮다,cover
404,405,데리다,"bring, take along"
405,406,데이트,"date, dating"
406,407,도로,road
407,408,도서관,library
408,409,도시,city
409,410,도와주다,help
410,411,도움,"help, assistance"
411,412,도착,arrival
412,413,도착하다,arrive
413,414,도쿄,Tokyo
414,415,독서,reading
415,416,독서실,reading room
416,417,독서하다,read
417,418,독일,Germany
418,419,돈,money
419,420,돌아가다,"return, go back"
420,421,돌아오다,"come back, come home"
421,422,돕다,help
422,423,동네,"town, neighborhood"
423,424,동대문시장,Dongdaemun market
424,425,동물,animal
425,426,동생,"brother, sister"
426,427,동아리,"club, group"
427,428,동안,"during, between"
428,429,동양,"eastern, orient"
429,430,동전,coin
430,431,동쪽,east
431,432,돼지,pig
432,433,돼지고기,pork
433,434,되다,become
434,435,된장,fermented soybean paste
435,436,된장국,soybean paste soup
436,437,된장찌개,soybean paste stew
437,438,두,two
438,439,두껍다,thick
439,440,두다,put
440,441,두부,tofu
441,442,두부찌개,tofu soup
442,443,둘,2
443,444,둘째,"second, the second of~"
444,445,뒤,"rear, back"
445,446,뒤쪽,"behind, back, towards the rear"
446,447,드라마,drama
447,448,드리다,give
448,449,드시다,eat (honorific form)
449,450,듣기,"listening, hearing"
450,451,듣다,listen
451,452,들,"field, ~s,"
452,453,들다,"hold, enter"
453,454,들어가다,"go in, enter"
454,455,들어오다,"come in, enter"
455,456,등,"etc, back"
456,457,등산,"hiking, mountain-climbing"
457,458,등산복,mountaineering clothing
458,459,등산화,"hiking boots, climbing shoes"
459,460,디브이디,DVD
460,461,디자인,design
461,462,따뜻하다,warm
462,463,따라가다,follow
463,464,따라오다,"come with, follow"
464,465,따로,separately
465,466,따르다,follow
466,467,딸,daughter
467,468,딸기,strawberry
468,469,땀,sweat
469,470,때,time
470,471,때문,"because, for ~, so~"
471,472,떠나다,leave
472,473,떠들다,"chatter, make a noise"
473,474,떡,rice cake
474,475,떡국,rice cake soup
475,476,떡볶이,Toppogi
476,477,떨어지다,drop
477,478,또,"in addition, again"
478,479,또는,or
479,480,똑같다,same
480,481,똑바로,"upright, straight"
481,482,뛰다,run
482,483,뜨겁다,hot
483,484,뜨다,"rise, open (the eyes)"
484,485,뜻,meaning
485,486,라디오,radio
486,487,라면,ramen
487,488,러시아,Russia
488,489,로션,skin lotion
489,490,마늘,garlic
490,491,마르다,dry
491,492,마리,"~ animal(s), ~ head(s)"
492,493,마시다,drink
493,494,마음,"mind, feeling"
494,495,마지막,last
495,496,마치다,"finish, end"
496,497,마흔,40
497,498,막히다,"be blocked, be clogged"
498,499,만,"only, ten thousand"
499,500,만나다,meet
500,501,만두,dumpling
501,502,만들다,"make, create"
502,503,만일,"if, should"
503,504,만지다,touch
504,505,만화,"comic book, cartoon"
505,506,많다,many
506,507,많이,"a lot of, many"
507,508,말,"word, talk"
508,509,말씀,"words, remarks"
509,510,말씀하다,talk
510,511,말하기,speaking
511,512,말하다,"say, talk"
512,513,맑다,"clear, clean"
513,514,맛,"flavor, taste"
514,515,맛없다,not delicious
515,516,맛있다,delicious
516,517,맞다,"right, fit, correct"
517,518,맞습니다,That's right.
518,519,맞아요,That's right.
519,520,맞은편,"across, the other side, opposite"
520,521,매다,tie
521,522,매우,"extremely, very"
522,523,매일,everyday
523,524,매주,every week
524,525,맥주,beer
525,526,맵다,spicy
526,527,머리,"head, hair"
527,528,먹다,eat
528,529,먼저,"first, first of all, before"
529,530,멀다,"far, distant, long"
530,531,멋있다,"cool, nice"
531,532,메뉴,menu
532,533,메다,"shoulder, carry"
533,534,메모,memo
534,535,메시지,message
535,536,멕시코,Mexico
536,537,며칠,"a few days, what date"
537,538,면도,"razor, shaving"
538,539,명,~ person(s)
539,540,명절,"holidays, annual events"
540,541,몇,"a few, a number of"
541,542,모두,"all, everyone"
542,543,모레,the day after tomorrow
543,544,모르겠습니다,I don't know.
544,545,모르다,do not know
545,546,모시다,"take you, serve you (honorific form)"
546,547,모양,"shape, form, style"
547,548,모으다,"collect, gather"
548,549,모이다,"gather, get together"
549,550,모임,"meeting, gathering"
550,551,모자,hat
551,552,목,"neck, throat"
552,553,목걸이,necklace
553,554,목소리,voice
554,555,목요일,Thursday
555,556,목욕,"bath, bathing"
556,557,목욕하다,take a bath
557,558,목적,purpose
558,559,몸,body
559,560,몸살,"sickness, disease that comes from fatigue"
560,561,못하다,~ can not do
561,562,몽골,Mongolia
562,563,무,radish
563,564,무겁다,heavy
564,565,무궁화,rose of sharon
565,566,무료,free
566,567,무릎,knee
567,568,무리,"swarm, unreasonable"
568,569,무섭다,scary
569,570,무슨,what
570,571,무엇,what
571,572,무엇이,what
572,573,무역,trade
573,574,무용,dance
574,575,무척,very
575,576,문,"door, gate"
576,577,문구점,stationery store
577,578,문장,sentence
578,579,문제,problem
579,580,문화,culture
580,581,묻다,ask
581,582,물,water
582,583,물건,"stuff, thing"
583,584,물론,"sure, of course"
584,585,물어보다,ask
585,586,뭐,what
586,587,미국,The United States
587,588,미래,future
588,589,미리,"in advance, beforehand"
589,590,미술,art
590,591,미술관,"art gallery, art museum"
591,592,미안하다,sorry
592,593,미안합니다,I'm sorry.
593,594,미용실,beauty salon
594,595,미터,meter
595,596,민속촌,folk village
596,597,밀가루,flour
597,598,밀리다,"be shaved, be pushed"
598,599,밑,"bottom, below"
599,600,바꾸다,change
600,601,바뀌다,be changed
601,602,바나나,banana
602,603,바다,sea
603,604,바닷가,beach
604,605,바라다,hope
605,606,바람,wind
606,607,바로,"immediately, soon, just"
607,608,바르다,"right, paint, wear"
608,609,바쁘다,busy
609,610,바이올린,violin
610,611,바지,pants
611,612,박물관,museum
612,613,박수,"clap, applause"
613,614,밖,"out, outside"
614,615,반,"half, group"
615,616,반갑다,"nice to meet, happy"
616,617,반갑습니다,Nice to meet you.
617,618,반년,half a year
618,619,반달,half-moon
619,620,반바지,shorts
620,621,반지,ring
621,622,반찬,side dish
622,623,받다,receive
623,624,발,"foot, leg"
624,625,발가락,toe(s)
625,626,발음,pronunciation
626,627,발전,development
627,628,발표,"announcement, presentation"
628,629,밝다,bright
629,630,밤,night
630,631,밥,"rice, meal"
631,632,방,room
632,633,방법,"way, method"
633,634,방송,broadcast
634,635,방송국,broadcast stations
635,636,방학,vacation
636,637,배,"ship, stomach, pear"
637,638,배고프다,hungry
638,639,배구,volleyball
639,640,배달,delivery
640,641,배부르다,be full (I am full.)
641,642,배우,actor
642,643,배우다,learn
643,644,배탈,stomachache
644,645,백,100
645,646,백화점,department store
646,647,버리다,"abandon, throw away"
647,648,버스,bus
648,649,번,~ time(s)
649,650,번호,number
650,651,벌다,"earn, make money"
651,652,벌써,already
652,653,벗다,"take off (clothes, shoes)"
653,654,벚꽃,cherry blossom
654,655,베이징,Beijing
655,656,베트남,Vietnam
656,657,벽,wall
657,658,변호사,lawyer
658,659,별,star
659,660,별로,not really
660,661,병,"illness, ~ bottle(s)"
661,662,병원,hospital
662,663,보내다,"send, spend"
663,664,보다,see
664,665,보도,"sidewalk, report"
665,666,보이다,"show, look"
666,667,보통,"usually, normally, in general"
667,668,복숭아,peach
668,669,복잡하다,"complicated, crowded"
669,670,볶다,fry
670,671,볶음밥,fried rice
671,672,볼펜,ballpoint pen
672,673,봄,spring
673,674,봉지,bag
674,675,봉투,envelope
675,676,뵙다,meet
676,677,부동산,real estate
677,678,부드럽다,"soft, friendly"
678,679,부르다,"call, sing"
679,680,부모,parents
680,681,부부,"couple, husband and wife, married couple"
681,682,부산,Busan
682,683,부업,sideline
683,684,부엌,kitchen
684,685,부인,"wife, Mrs."
685,686,부장,director
686,687,부지런하다,diligent
687,688,부치다,"send, fry, transmit"
688,689,부탁,"request, please"
689,690,부탁하다,"beg, ask"
690,691,북쪽,North
691,692,분,"~ person(s), ~ minute(s)"
692,693,분위기,atmosphere
693,694,불,"fire, electrical light"
694,695,불고기,"Bulgogi, grilled meat"
695,696,불다,"blow (wind or whistle, musical instruments, etc.)"
696,697,불편하다,"uncomfortable, inconvenient"
697,698,붓다,pour
698,699,붙다,"stick, pass a test"
699,700,붙이다,"attach, stick"
700,701,브라질,Brazil
701,702,블라우스,blouse
702,703,비,rain
703,704,비누,soap
704,705,비디오,video
705,706,비밀,secret
706,707,비빔밥,"Bibimbap, mixed rice"
707,708,비슷하다,"similar, like"
708,709,비싸다,expensive
709,710,비행기,airplane
710,711,비행장,"airfield, airport"
711,712,빌딩,building
712,713,빌리다,"borrow, lend"
713,714,빠르다,fast
714,715,빨간색,red color
715,716,빨갛다,red
716,717,빨다,"suck, do laundry"
717,718,빨래,"laundry, wash"
718,719,빨리,quickly
719,720,빵,bread
720,721,빵집,bakery
721,722,빼다,"remove, pull, pull out"
722,723,뿐,only
723,724,사,4
724,725,사거리,"intersection, four corners"
725,726,사계절,four seasons
726,727,사고,accident
727,728,사과,apple
728,729,사다,buy
729,730,사람,"person, man"
730,731,사랑,love
731,732,사랑하다,love
732,733,사례,"case, example"
733,734,사무실,office
734,735,사물,"object, thing"
735,736,사십,40
736,737,사업가,"entrepreneur, businessman"
737,738,사용하다,use
738,739,사원,"temple, employee"
739,740,사월,April
740,741,사이,"between, while"
741,742,사이다,cider
742,743,사이즈,size
743,744,사인하다,sign
744,745,사장,"CEO, the president"
745,746,사전,dictionary
746,747,사진,"picture, photo"
747,748,사진기,camera
748,749,사촌,cousin
749,750,사탕,candy
750,751,사흘,3 days
751,752,산,mountain
752,753,산책,walk
753,754,살,"flesh, ~ year(s) old"
754,755,살다,live
755,756,삼,3
756,757,삼거리,"intersection, three-way intersection"
757,758,삼계탕,Samgyetang
758,759,삼십,30
759,760,삼월,March
760,761,삼촌,paternal uncle
761,762,상관,relation
762,763,상자,box
763,764,상처,"wound, scratch"
764,765,상품,product
765,766,새,"bird, new"
766,767,새로,newly
767,768,새벽,"dawn, late at night, early morning"
768,769,새우,shrimp
769,770,색,color
770,771,색깔,color
771,772,샌드위치,sandwich
772,773,생각,"thinking, thought"
773,774,생각되다,"be considered, it seems~"
774,775,생각하다,think
775,776,생기다,"form, arise"
776,777,생선,fish
777,778,생신,birthday (honorific form)
778,779,생일,birthday
779,780,생활,life
780,781,샤워하다,take a shower
781,782,샴푸,shampoo
782,783,서다,stand
783,784,서로,"each other, both"
784,785,서류,document
785,786,서른,30
786,787,서비스,service
787,788,서양,"western, west"
788,789,서울,Seoul
789,790,서울역,Seoul station
790,791,서점,bookstore
791,792,서쪽,"west, western"
792,793,선물,"gift, present"
793,794,선배,"elder, senior"
794,795,선생님,teacher
795,796,선수,player
796,797,선택하다,"choose, select"
797,798,선풍기,fan
798,799,설거지,"washing dishes, dish-washing"
799,800,설날,Lunar New Year
800,801,설렁탕,Seolleongtang
801,802,설명,"explanation, description"
802,803,설명하다,explain
803,804,설악산,Mt. Seorak
804,805,설탕,sugar
805,806,섬,island
806,807,성,"castle, last name"
807,808,성격,personality
808,809,성함,name
809,810,세계,world
810,811,세수하다,wash
811,812,세우다,"set up, formulate"
812,813,세일하다,have a sale
813,814,세탁기,washing machine
814,815,세탁소,"dry cleaners, laundromat"
815,816,센터,center
816,817,센티미터,centimeter
817,818,셋,3
818,819,셋째,third
819,820,소,"small, cow"
820,821,소개,introduction
821,822,소개하다,introduce
822,823,소고기,beef
823,824,소금,salt
824,825,소리,"sound, voice"
825,826,소설,novel
826,827,소설가,novelist
827,828,소식,news
828,829,소파,sofa
829,830,소포,parcel
830,831,소풍,"picnic, trip"
831,832,소화제,"peptic, digestive"
832,833,속,inside
833,834,손,hand
834,835,손가락,finger
835,836,손님,customer
836,837,손수건,handkerchief
837,838,송이,"bunch, flower, cluster"
838,839,쇼핑,shopping
839,840,수건,"towel, washcloth"
840,841,수도,"capital, water supply"
841,842,수돗물,tap water
842,843,수박,watermelon
843,844,수술하다,operate on for
844,845,수업,"class, lesson"
845,846,수영,swimming
846,847,수영복,swimsuit
847,848,수영장,swimming pool
848,849,수요일,Wednesday
849,850,수저,chopsticks and a spoon
850,851,수첩,"note, notebook"
851,852,수학,mathematics
852,853,숙제,homework
853,854,순서,"order, turn"
854,855,숟가락,spoon
855,856,술,"alcohol, liquor"
856,857,쉬다,rest
857,858,쉰,50
858,859,쉽다,easy
859,860,슈퍼마켓,supermarket
860,861,스물,20
861,862,스웨터,sweater
862,863,스케이트,skate
863,864,스키,"ski, skiing"
864,865,스키장,ski resort
865,866,스타,star
866,867,스타킹,stockings
867,868,스트레스,stress
868,869,스페인어,Spanish
869,870,스포츠,sport
870,871,슬퍼하다,"sorrow, mourn"
871,872,슬프다,sad
872,873,습관,habit
873,874,시,"city, time"
874,875,시간,time
875,876,시간표,"schedule, timetable"
876,877,시계,clock
877,878,시골,countryside
878,879,시끄럽다,noisy
879,880,시내,"downtown, city, stream"
880,881,시다,sour
881,882,시디,CD
882,883,시민,citizen
883,884,시설,facility
884,885,시외,suburbs
885,886,시원하다,"cool, refresh"
886,887,시월,October
887,888,시작,start
888,889,시작되다,begin
889,890,시작하다,"start, begin"
890,891,시장,market
891,892,시청,city hall
892,893,시키다,"make someone do, order"
893,894,시험,"exam, test"
894,895,식당,"restaurant, cafeteria"
895,896,식사,meal
896,897,식탁,table
897,898,신,"god, new"
898,899,신다,"put on, wear"
899,900,신문,newspaper
900,901,신발,"shoes, footwear"
901,902,신청서,application forms
902,903,신청하다,"put in for, apply for"
903,904,실례,excuse
904,905,실례하다,be excused
905,906,실수,"mistake, failure"
906,907,싫다,hate
907,908,싫어하다,"dislike, hate"
908,909,심하다,"severe, terrible"
909,910,십,10
910,911,십이월,December
911,912,십일월,November
912,913,싱겁다,not salty
913,914,싶다,want
914,915,싸다,"cheap, wrap"
915,916,싸우다,fight
916,917,쌀,rice
917,918,쌀밥,cooked rice
918,919,쌓이다,"stack up, pile up"
919,920,썰다,"chop, cut"
920,921,쓰기,"writing, dictation"
921,922,쓰다,"write, use, wear (glasses)"
922,923,쓰레기,garbage
923,924,쓰이다,"be written, be used"
924,925,씨,"seed, Mr. ~"
925,926,씩,"each, every, per"
926,927,씹다,"chew, bite"
927,928,씻다,wash
928,929,아가씨,"Miss, daughter"
929,930,아기,"baby, toddler"
930,931,아까,"earlier, while ago"
931,932,아내,wife
932,933,아뇨,no
933,934,아니다,no
934,935,아니오,no
935,936,아니요,no
936,937,아들,son
937,938,아랍어,Arabic
938,939,아래,"bottom, under"
939,940,아름답다,beautiful
940,941,아마,"maybe, perhaps"
941,942,아무,any
942,943,아버님,father
943,944,아버지,father
944,945,아빠,dad
945,946,아시아,Asia
946,947,아이,child
947,948,아이스크림,ice cream
948,949,아저씨,"uncle, mister"
949,950,아주,"very, completely"
950,951,아주머니,"old lady, madame, aunt"
951,952,아줌마,"old lady, madame, aunt"
952,953,아직,"yet, still"
953,954,아침,"morning, breakfast"
954,955,아침밥,breakfast
955,956,아침식사,breakfast
956,957,아파트,"apartment, mansion"
957,958,아프다,"painful, sick"
958,959,아프리카,Africa
959,960,아홉,9
960,961,아흔,90
961,962,악기,musical instrument
962,963,안,"within, not ~"
963,964,안경,glasses
964,965,안내하다,"guide, invite"
965,966,안녕하세요,"hi, hello"
966,967,안녕하십니까,hello
967,968,안다,"embrace, cradle"
968,969,안전하다,safe
969,970,앉다,sit
970,971,알다,know
971,972,알리다,inform
972,973,알맞다,"fit, appropriate"
973,974,알았습니다,I understood.
974,975,앞,"front, previous"
975,976,애,child
976,977,액세서리,accessory
977,978,야구,baseball
978,979,야채,vegetable
979,980,약,"about, medicine"
980,981,약간,"slightly, a little"
981,982,약국,pharmacy
982,983,약사,pharmacist
983,984,약속,"appointment, promise"
984,985,얇다,thin
985,986,양,"amount, sheep"
986,987,양말,socks
987,988,양복,suit
988,989,양식,"form, western style"
989,990,양파,onion
990,991,얘기하다,talk
991,992,어깨,shoulder
992,993,어느,"which, how"
993,994,어둡다,dark
994,995,어디,where
995,996,어떤,"which, what"
996,997,어떻게,how
997,998,어떻다,how
998,999,어떻습니까?,How is it?
999,1000,어렵다,difficult
1000,1001,어른,adult
1001,1002,어리다,young
1002,1003,어린이,child
1003,1004,어머,"oh, well"
1004,1005,어머니,mother
1005,1006,어머님,mother
1006,1007,어서,"hurry, quickly"
1007,1008,어울리다,"look good on, befit"
1008,1009,어저께,yesterday
1009,1010,어제,yesterday
1010,1011,어젯밤,last night
1011,1012,언니,sister (as seen from the younger sister)
1012,1013,언제,when
1013,1014,언제나,"always, anytime"
1014,1015,얼굴,face
1015,1016,얼마나,how much
1016,1017,얼음,ice
1017,1018,엄마,mom
1018,1019,없다,"none, no, not"
1019,1020,없이,without
1020,1021,에어컨,air conditioner
1021,1022,엔,yen
1022,1023,엘리베이터,elevator
1023,1024,여권,passport
1024,1025,여기,here
1025,1026,여기저기,here and there
1026,1027,여덟,8
1027,1028,여동생,younger sister
1028,1029,여든,80
1029,1030,여러,"various, many"
1030,1031,여러가지,"several, various"
1031,1032,여러분,"everyone, ladies and gentlemen"
1032,1033,여름,summer
1033,1034,여보세요,hello
1034,1035,여섯,6
1035,1036,여자,woman
1036,1037,여학생,female student
1037,1038,여행,travel
1038,1039,여행사,"travel agency, travel firm"
1039,1040,역,station
1040,1041,역사,history
1041,1042,연락처,contact information
1042,1043,연세,age (honorific form)
1043,1044,연습,practice
1044,1045,연습하다,practice
1045,1046,연예인,celebrity
1046,1047,연필,pencil
1047,1048,연휴,consecutive holidays
